summary_date,site,no_davg,name,obs_count,units 
2019-02-15,3819,0.036,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2019-02-15,2221,0.002,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2019-02-15,2485,0.002,Upland,24,Parts Per Million ( ppm ) 
2019-02-15,3812,0.000,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2019-02-15,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2019-02-15,3003,0.002,Carpinteria-Gobernador Road,22,Parts Per Million ( ppm ) 
2019-02-15,2008,0.000,El Capitan Beach,23,Parts Per Million ( ppm ) 
2019-02-15,2954,0.000,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2019-02-15,3153,0.001,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2019-02-15,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2019-02-15,2992,0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2019-02-15,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2019-02-15,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2019-02-15,3486,0.000,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2019-02-15,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2019-02-15,2880,0.001,Simi Valley-Cochran Street,22,Parts Per Million ( ppm ) 
2019-02-15,2460,0.000,Alpine-Victoria Drive,20,Parts Per Million ( ppm ) 
2019-02-15,3198,0.001,Camp Pendleton,22,Parts Per Million ( ppm ) 
2019-02-15,2589,0.003,Chula Vista,22,Parts Per Million ( ppm ) 
2019-02-15,3829,0.002,El Cajon-Lexington Elementary School    ,24,Parts Per Million ( ppm ) 
2019-02-15,3739,0.000,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
2019-02-15,3821,0.009,San Diego-11403 Rancho Carmel Dr        ,20,Parts Per Million ( ppm ) 
2019-02-15,3766,0.001,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2019-02-15,3828,0.009,Berkeley-Aquatic Park                   ,23,Parts Per Million ( ppm ) 
2019-02-15,3490,0.000,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2019-02-15,3247,0.001,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2019-02-15,3803,0.008,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2019-02-15,3742,0.001,Oakland-West,23,Parts Per Million ( ppm ) 
2019-02-15,3840,0.003,Pleasanton-Owens Ct                     ,23,Parts Per Million ( ppm ) 
2019-02-15,2804,0.000,Bethel Island Road,23,Parts Per Million ( ppm ) 
2019-02-15,2831,0.000,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2019-02-15,3668,0.002,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2019-02-15,3782,0.001,San Ramon-9885 Alcosta Bl               ,23,Parts Per Million ( ppm ) 
2019-02-15,2622,0.003,San Rafael,23,Parts Per Million ( ppm ) 
2019-02-15,3837,0.001,Napa-Valley College,23,Parts Per Million ( ppm ) 
2019-02-15,2373,0.001,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2019-02-15,2125,0.001,Redwood City,23,Parts Per Million ( ppm ) 
2019-02-15,3661,0.001,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2019-02-15,3810,0.003,San Jose-Knox Avenue                    ,23,Parts Per Million ( ppm ) 
2019-02-15,2410,0.002,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2019-02-15,3804,0.001,Sebastopol-103 Morris Street            ,22,Parts Per Million ( ppm ) 
2019-02-15,3026,0.001,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2019-02-15,2013,0.033,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2019-02-15,3781,0.002,Fresno-Garland                          ,23,Parts Per Million ( ppm ) 
2019-02-15,2844,0.000,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2019-02-15,2114,0.000,Parlier,23,Parts Per Million ( ppm ) 
2019-02-15,3787,0.002,Bakersfield-Municipal Airport,23,Parts Per Million ( ppm ) 
2019-02-15,2312,0.000,Edison,23,Parts Per Million ( ppm ) 
2019-02-15,2981,0.003,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2019-02-15,3129,0.001,Hanford-S Irwin Street,23,Parts Per Million ( ppm ) 
2019-02-15,3211,0.000,Madera-Pump Yard,23,Parts Per Million ( ppm ) 
2019-02-15,3022,0.000,Merced-S Coffee Avenue,23,Parts Per Million ( ppm ) 
2019-02-15,2094,0.002,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2019-02-15,3696,0.000,Tracy-Airport,23,Parts Per Million ( ppm ) 
2019-02-15,2996,0.000,Turlock-S Minaret Street,23,Parts Per Million ( ppm ) 
2019-02-15,2032,0.001,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2019-02-15,3135,0.000,Calexico-Ethel Street,24,Parts Per Million ( ppm ) 
2019-02-15,2199,0.003,Palm Springs-Fire Station,24,Parts Per Million ( ppm ) 
2019-02-15,3783,0.001,Chico-East Avenue                       ,23,Parts Per Million ( ppm ) 
2019-02-15,2956,0.004,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2019-02-15,2977,0.000,Elk Grove-Bruceville Road,23,Parts Per Million ( ppm ) 
2019-02-15,3187,0.000,Folsom-Natoma Street,22,Parts Per Million ( ppm ) 
2019-02-15,3823,0.003,Sacramento-Bercut Drive,23,Parts Per Million ( ppm ) 
2019-02-15,2731,0.000,Sacramento-Del Paso Manor,24,Parts Per Million ( ppm ) 
2019-02-15,3011,0.001,Sacramento-T Street,23,Parts Per Million ( ppm ) 
2019-02-15,2958,0.001,Yuba City-Almond Street,23,Parts Per Million ( ppm ) 
2019-02-15,2143,0.000,Davis-UCD Campus,23,Parts Per Million ( ppm ) 
2019-02-16,2116,0.000,Bishop-White Mountain Research Center,21,Parts Per Million ( ppm ) 
2019-02-16,3658,0.001,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2019-02-16,2923,0.000,Barstow,23,Parts Per Million ( ppm ) 
2019-02-16,3215,0.000,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2019-02-16,3500,0.000,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2019-02-16,3489,0.000,Salinas-High School,19,Parts Per Million ( ppm ) 
2019-02-16,2484,0.001,Azusa,24,Parts Per Million ( ppm ) 
2019-02-16,3743,0.000,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2019-02-16,2849,0.000,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2019-02-16,3774,0.001,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2019-02-16,3818,0.012,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2019-02-16,2899,0.000,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2019-02-16,3683,0.000,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2019-02-16,2160,0.000,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2019-02-16,3693,0.002,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2019-02-16,2898,0.004,Pomona,24,Parts Per Million ( ppm ) 
2019-02-16,2420,0.003,Reseda,24,Parts Per Million ( ppm ) 
2019-02-16,3502,0.002,Santa Clarita,24,Parts Per Million ( ppm ) 
2019-02-16,2494,-0.001,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ) 
2019-02-16,3809,0.013,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2019-02-16,3674,0.002,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2019-02-16,2249,0.004,La Habra,24,Parts Per Million ( ppm ) 
2019-02-16,3168,0.000,Banning Airport,24,Parts Per Million ( ppm ) 
2019-02-16,2943,-0.001,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2019-02-16,3702,0.002,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2019-02-16,2596,0.000,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2019-02-16,2266,0.002,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2019-02-16,3820,0.012,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2019-02-16,3819,0.015,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2019-02-16,2221,0.002,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2019-02-16,2485,0.001,Upland,24,Parts Per Million ( ppm ) 
2019-02-16,3812,0.000,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2019-02-16,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2019-02-16,3003,0.003,Carpinteria-Gobernador Road,22,Parts Per Million ( ppm ) 
2019-02-16,2008,0.000,El Capitan Beach,23,Parts Per Million ( ppm ) 
2019-02-16,2954,0.000,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2019-02-16,3153,0.000,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2019-02-16,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2019-02-16,2992,0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2019-02-16,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2019-02-16,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2019-02-16,3486,0.000,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2019-02-16,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2019-02-16,2991,0.000,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2019-02-16,2880,0.001,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2019-02-16,2460,0.000,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2019-02-16,3198,0.000,Camp Pendleton,21,Parts Per Million ( ppm ) 
2019-02-16,2589,0.001,Chula Vista,22,Parts Per Million ( ppm ) 
2019-02-16,3829,0.001,El Cajon-Lexington Elementary School    ,24,Parts Per Million ( ppm ) 
2019-02-16,3739,0.000,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
2019-02-16,3821,0.005,San Diego-11403 Rancho Carmel Dr        ,21,Parts Per Million ( ppm ) 
2019-02-16,3766,0.000,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2019-02-16,3828,0.008,Berkeley-Aquatic Park                   ,23,Parts Per Million ( ppm ) 
2019-02-16,3490,0.000,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2019-02-16,3247,0.001,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2019-02-16,3803,0.004,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2019-02-16,3742,0.001,Oakland-West,23,Parts Per Million ( ppm ) 
2019-02-16,3840,0.003,Pleasanton-Owens Ct                     ,23,Parts Per Million ( ppm ) 
2019-02-16,2804,0.000,Bethel Island Road,22,Parts Per Million ( ppm ) 
2019-02-16,2831,0.000,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2019-02-16,3668,0.001,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2019-02-16,3782,0.001,San Ramon-9885 Alcosta Bl               ,23,Parts Per Million ( ppm ) 
2019-02-16,2622,0.002,San Rafael,23,Parts Per Million ( ppm ) 
2019-02-16,3837,0.000,Napa-Valley College,23,Parts Per Million ( ppm ) 
2019-02-16,2373,0.001,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2019-02-16,2125,0.001,Redwood City,23,Parts Per Million ( ppm ) 
2019-02-16,3661,0.002,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2019-02-16,3810,0.004,San Jose-Knox Avenue                    ,23,Parts Per Million ( ppm ) 
2019-02-16,2410,0.001,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2019-02-16,3804,0.001,Sebastopol-103 Morris Street            ,23,Parts Per Million ( ppm ) 
2019-02-16,3026,0.001,Clovis-N Villa Avenue,22,Parts Per Million ( ppm ) 
2019-02-16,2013,0.042,Fresno-Drummond Street,22,Parts Per Million ( ppm ) 
2019-02-16,3781,0.003,Fresno-Garland                          ,24,Parts Per Million ( ppm ) 
2019-02-16,2844,0.000,Fresno-Sierra Skypark #2,22,Parts Per Million ( ppm ) 
2019-02-16,2114,0.000,Parlier,22,Parts Per Million ( ppm ) 
2019-02-16,3146,0.003,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2019-02-16,3787,0.001,Bakersfield-Municipal Airport,22,Parts Per Million ( ppm ) 
2019-02-16,2312,0.001,Edison,23,Parts Per Million ( ppm ) 
2019-02-16,2981,0.002,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2019-02-16,3129,0.001,Hanford-S Irwin Street,22,Parts Per Million ( ppm ) 
2019-02-16,3211,0.000,Madera-Pump Yard,22,Parts Per Million ( ppm ) 
2019-02-16,3022,0.000,Merced-S Coffee Avenue,22,Parts Per Million ( ppm ) 
2019-02-16,2094,0.001,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2019-02-16,3696,0.000,Tracy-Airport,22,Parts Per Million ( ppm ) 
2019-02-16,2996,0.000,Turlock-S Minaret Street,22,Parts Per Million ( ppm ) 
2019-02-16,2032,0.003,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2019-02-16,3135,0.000,Calexico-Ethel Street,24,Parts Per Million ( ppm ) 
2019-02-16,2199,0.001,Palm Springs-Fire Station,24,Parts Per Million ( ppm ) 
2019-02-16,3783,0.001,Chico-East Avenue                       ,23,Parts Per Million ( ppm ) 
2019-02-16,2956,0.001,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2019-02-16,2977,0.000,Elk Grove-Bruceville Road,24,Parts Per Million ( ppm ) 
2019-02-16,3187,0.000,Folsom-Natoma Street,24,Parts Per Million ( ppm ) 
2019-02-16,3823,0.003,Sacramento-Bercut Drive,24,Parts Per Million ( ppm ) 
2019-02-16,2731,0.000,Sacramento-Del Paso Manor,24,Parts Per Million ( ppm ) 
2019-02-16,3011,0.001,Sacramento-T Street,23,Parts Per Million ( ppm ) 
2019-02-16,2958,0.002,Yuba City-Almond Street,23,Parts Per Million ( ppm ) 
2019-02-16,2143,0.000,Davis-UCD Campus,23,Parts Per Million ( ppm ) 
2019-02-17,2116,0.000,Bishop-White Mountain Research Center,24,Parts Per Million ( ppm ) 
2019-02-17,3658,0.001,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2019-02-17,2923,0.000,Barstow,23,Parts Per Million ( ppm ) 
2019-02-17,3215,0.001,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2019-02-17,3500,0.000,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2019-02-17,3489,0.000,Salinas-High School,24,Parts Per Million ( ppm ) 
2019-02-17,2484,0.002,Azusa,24,Parts Per Million ( ppm ) 
2019-02-17,3743,0.000,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2019-02-17,2849,0.000,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2019-02-17,3774,0.001,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2019-02-17,3818,0.005,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2019-02-17,2899,0.000,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2019-02-17,3683,0.000,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2019-02-17,2160,0.000,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2019-02-17,3693,0.002,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2019-02-17,2898,0.002,Pomona,24,Parts Per Million ( ppm ) 
2019-02-17,2420,0.001,Reseda,24,Parts Per Million ( ppm ) 
2019-02-17,3502,0.002,Santa Clarita,24,Parts Per Million ( ppm ) 
2019-02-17,2494,-0.001,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ) 
2019-02-17,3809,0.009,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2019-02-17,3674,0.003,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2019-02-17,2249,0.003,La Habra,24,Parts Per Million ( ppm ) 
2019-02-17,3168,0.000,Banning Airport,24,Parts Per Million ( ppm ) 
2019-02-17,2943,-0.001,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2019-02-17,3702,0.002,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2019-02-17,2596,0.001,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2019-02-17,2266,0.002,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2019-02-17,3820,0.008,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2019-02-17,3819,0.008,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2019-02-17,2221,0.002,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2019-02-17,2485,0.001,Upland,24,Parts Per Million ( ppm ) 
2019-02-17,3812,0.000,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2019-02-17,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2019-02-17,3003,0.000,Carpinteria-Gobernador Road,22,Parts Per Million ( ppm ) 
2019-02-17,2008,0.000,El Capitan Beach,23,Parts Per Million ( ppm ) 
2019-02-17,2954,0.000,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2019-02-17,3153,0.000,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2019-02-17,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2019-02-17,2992,0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2019-02-17,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2019-02-17,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2019-02-17,3486,0.000,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2019-02-17,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2019-02-17,2991,0.000,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2019-02-17,2880,0.002,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2019-02-17,2460,0.000,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2019-02-17,3198,0.000,Camp Pendleton,21,Parts Per Million ( ppm ) 
2019-02-17,2589,0.001,Chula Vista,22,Parts Per Million ( ppm ) 
2019-02-17,3829,0.000,El Cajon-Lexington Elementary School    ,24,Parts Per Million ( ppm ) 
2019-02-17,3739,0.000,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
2019-02-17,3821,0.003,San Diego-11403 Rancho Carmel Dr        ,21,Parts Per Million ( ppm ) 
2019-02-17,3766,0.000,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2019-02-17,3828,0.005,Berkeley-Aquatic Park                   ,23,Parts Per Million ( ppm ) 
2019-02-17,3490,0.000,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2019-02-17,3247,0.001,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2019-02-17,3803,0.002,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2019-02-17,3742,0.001,Oakland-West,23,Parts Per Million ( ppm ) 
2019-02-17,3840,0.004,Pleasanton-Owens Ct                     ,23,Parts Per Million ( ppm ) 
2019-02-17,2804,0.001,Bethel Island Road,22,Parts Per Million ( ppm ) 
2019-02-17,2831,0.000,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2019-02-17,3668,0.001,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2019-02-17,3782,0.000,San Ramon-9885 Alcosta Bl               ,23,Parts Per Million ( ppm ) 
2019-02-17,2622,0.001,San Rafael,23,Parts Per Million ( ppm ) 
2019-02-17,3837,0.001,Napa-Valley College,23,Parts Per Million ( ppm ) 
2019-02-17,2373,0.001,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2019-02-17,2125,0.001,Redwood City,23,Parts Per Million ( ppm ) 
2019-02-17,3661,0.001,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2019-02-17,3810,0.003,San Jose-Knox Avenue                    ,23,Parts Per Million ( ppm ) 
2019-02-17,2410,0.002,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2019-02-17,3804,0.001,Sebastopol-103 Morris Street            ,22,Parts Per Million ( ppm ) 
2019-02-17,3026,0.002,Clovis-N Villa Avenue,22,Parts Per Million ( ppm ) 
2019-02-17,2013,0.042,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2019-02-17,3781,0.005,Fresno-Garland                          ,24,Parts Per Million ( ppm ) 
2019-02-17,2844,0.001,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2019-02-17,2114,0.000,Parlier,23,Parts Per Million ( ppm ) 
2019-02-17,3146,0.003,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2019-02-17,3787,0.001,Bakersfield-Municipal Airport,22,Parts Per Million ( ppm ) 
2019-02-17,2312,0.001,Edison,23,Parts Per Million ( ppm ) 
2019-02-17,2981,0.002,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2019-02-17,3129,0.001,Hanford-S Irwin Street,23,Parts Per Million ( ppm ) 
2019-02-17,3211,0.000,Madera-Pump Yard,23,Parts Per Million ( ppm ) 
2019-02-17,3022,0.000,Merced-S Coffee Avenue,23,Parts Per Million ( ppm ) 
2019-02-17,2094,0.001,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2019-02-17,3696,0.000,Tracy-Airport,23,Parts Per Million ( ppm ) 
2019-02-17,2996,0.000,Turlock-S Minaret Street,23,Parts Per Million ( ppm ) 
2019-02-17,2032,0.002,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2019-02-17,3135,0.000,Calexico-Ethel Street,24,Parts Per Million ( ppm ) 
2019-02-17,2199,0.001,Palm Springs-Fire Station,24,Parts Per Million ( ppm ) 
2019-02-17,3783,0.000,Chico-East Avenue                       ,23,Parts Per Million ( ppm ) 
2019-02-17,2956,0.001,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2019-02-17,2977,0.000,Elk Grove-Bruceville Road,23,Parts Per Million ( ppm ) 
2019-02-17,3187,0.000,Folsom-Natoma Street,23,Parts Per Million ( ppm ) 
2019-02-17,3823,0.003,Sacramento-Bercut Drive,23,Parts Per Million ( ppm ) 
2019-02-17,2731,0.001,Sacramento-Del Paso Manor,22,Parts Per Million ( ppm ) 
2019-02-17,3011,0.001,Sacramento-T Street,23,Parts Per Million ( ppm ) 
2019-02-17,2958,0.002,Yuba City-Almond Street,23,Parts Per Million ( ppm ) 
2019-02-17,2143,0.000,Davis-UCD Campus,23,Parts Per Million ( ppm ) 
2019-02-18,2116,0.000,Bishop-White Mountain Research Center,24,Parts Per Million ( ppm ) 
2019-02-18,3658,0.001,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2019-02-18,2923,0.001,Barstow,23,Parts Per Million ( ppm ) 
2019-02-18,3215,0.000,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2019-02-18,3500,0.000,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2019-02-18,3489,0.001,Salinas-High School,24,Parts Per Million ( ppm ) 
2019-02-18,2484,0.004,Azusa,24,Parts Per Million ( ppm ) 
2019-02-18,3743,0.005,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2019-02-18,2849,0.000,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2019-02-18,3774,0.005,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2019-02-18,3818,0.020,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2019-02-18,2899,0.002,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2019-02-18,3683,0.000,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2019-02-18,2160,0.001,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2019-02-18,3693,0.012,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2019-02-18,2898,0.012,Pomona,24,Parts Per Million ( ppm ) 
2019-02-18,2420,0.002,Reseda,24,Parts Per Million ( ppm ) 
2019-02-18,3502,0.004,Santa Clarita,24,Parts Per Million ( ppm ) 
2019-02-18,2494,-0.001,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ) 
2019-02-18,3809,0.019,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2019-02-18,3674,0.012,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2019-02-18,2249,0.008,La Habra,24,Parts Per Million ( ppm ) 
